Date;Location;New Cases
8/7/2020;Kalimantan Selatan;57
8/7/2020;Kalimantan Tengah;37
8/7/2020;Kalimantan Timur;98
8/7/2020;Kalimantan Utara;0
8/7/2020;Kepulauan Bangka Belitung;3
8/7/2020;Kepulauan Riau;17
8/7/2020;Lampung;4
8/7/2020;Maluku;71
8/7/2020;Maluku Utara;31
8/7/2020;Nusa Tenggara Barat;15
8/7/2020;Nusa Tenggara Timur;0
8/7/2020;Papua;22
8/7/2020;Papua Barat;44
8/7/2020;Riau;37
8/7/2020;Sulawesi Barat;2
8/7/2020;Sulawesi Selatan;88
8/7/2020;Sulawesi Tengah;1
8/7/2020;Sulawesi Tenggara;27
8/7/2020;Sulawesi Utara;18
8/7/2020;Sumatera Barat;41
8/7/2020;Sumatera Selatan;21
8/7/2020;Sumatera Utara;216
8/8/2020;Aceh;0
8/8/2020;Bali;38
8/8/2020;Banten;22
8/8/2020;Bengkulu;3
8/8/2020;DKI Jakarta;686
8/8/2020;Daerah Istimewa Yogyakarta;16
8/8/2020;Gorontalo;80
8/8/2020;Indonesia;2277
8/8/2020;Jambi;5
8/8/2020;Jawa Barat;247
8/8/2020;Jawa Tengah;87
8/8/2020;Jawa Timur;402
8/8/2020;Kalimantan Barat;0
8/8/2020;Kalimantan Selatan;82
8/8/2020;Kalimantan Tengah;66
8/8/2020;Kalimantan Timur;35
8/8/2020;Kalimantan Utara;1
8/8/2020;Kepulauan Bangka Belitung;0
8/8/2020;Kepulauan Riau;9
8/8/2020;Lampung;4
8/8/2020;Maluku;6
8/8/2020;Maluku Utara;47
8/8/2020;Nusa Tenggara Barat;24
8/8/2020;Nusa Tenggara Timur;0
8/8/2020;Papua;0
8/8/2020;Papua Barat;15
8/8/2020;Riau;50
8/8/2020;Sulawesi Barat;8
8/8/2020;Sulawesi Selatan;104
8/8/2020;Sulawesi Tengah;0
8/8/2020;Sulawesi Tenggara;20
8/8/2020;Sulawesi Utara;20
8/8/2020;Sumatera Barat;23
8/8/2020;Sumatera Selatan;52
8/8/2020;Sumatera Utara;101
8/9/2020;Aceh;44
8/9/2020;Bali;59
8/9/2020;Banten;24
8/9/2020;Bengkulu;9
8/9/2020;DKI Jakarta;440
8/9/2020;Daerah Istimewa Yogyakarta;8
8/9/2020;Gorontalo;7
8/9/2020;Indonesia;1893
8/9/2020;Jambi;0
8/9/2020;Jawa Barat;177
8/9/2020;Jawa Tengah;140
8/9/2020;Jawa Timur;367
8/9/2020;Kalimantan Barat;13
8/9/2020;Kalimantan Selatan;98
8/9/2020;Kalimantan Tengah;30
8/9/2020;Kalimantan Timur;53
8/9/2020;Kalimantan Utara;2
8/9/2020;Kepulauan Bangka Belitung;1
8/9/2020;Kepulauan Riau;8
8/9/2020;Lampung;0
8/9/2020;Maluku;32
8/9/2020;Maluku Utara;4
8/9/2020;Nusa Tenggara Barat;27
8/9/2020;Nusa Tenggara Timur;0
8/9/2020;Papua;43
8/9/2020;Papua Barat;1
8/9/2020;Riau;26
8/9/2020;Sulawesi Barat;0
8/9/2020;Sulawesi Selatan;90
8/9/2020;Sulawesi Tengah;0
8/9/2020;Sulawesi Tenggara;22
8/9/2020;Sulawesi Utara;44
8/9/2020;Sumatera Barat;38
8/9/2020;Sumatera Selatan;19
8/9/2020;Sumatera Utara;25
8/10/2020;Aceh;96
8/10/2020;Bali;38
8/10/2020;Banten;23
8/10/2020;Bengkulu;1
8/10/2020;DKI Jakarta;433
8/10/2020;Daerah Istimewa Yogyakarta;14
8/10/2020;Gorontalo;58
8/10/2020;Indonesia;1687
8/10/2020;Jambi;0
8/10/2020;Jawa Barat;96
8/10/2020;Jawa Tengah;68
8/10/2020;Jawa Timur;298
8/10/2020;Kalimantan Barat;6
8/10/2020;Kalimantan Selatan;50
8/10/2020;Kalimantan Tengah;43
8/10/2020;Kalimantan Timur;45
8/10/2020;Kalimantan Utara;2
8/10/2020;Kepulauan Bangka Belitung;2
8/10/2020;Kepulauan Riau;21
8/10/2020;Lampung;9
8/10/2020;Maluku;15
8/10/2020;Maluku Utara;6
8/10/2020;Nusa Tenggara Barat;26
8/10/2020;Nusa Tenggara Timur;0
8/10/2020;Papua;21
8/10/2020;Papua Barat;5
8/10/2020;Riau;41
8/10/2020;Sulawesi Barat;0
8/10/2020;Sulawesi Selatan;60
8/10/2020;Sulawesi Tengah;0
8/10/2020;Sulawesi Tenggara;0
8/10/2020;Sulawesi Utara;72
8/10/2020;Sumatera Barat;36
8/10/2020;Sumatera Selatan;19
8/10/2020;Sumatera Utara;129
8/11/2020;Aceh;0
8/11/2020;Bali;45
8/11/2020;Banten;19
8/11/2020;Bengkulu;5
8/11/2020;DKI Jakarta;462
8/11/2020;Daerah Istimewa Yogyakarta;4
8/11/2020;Gorontalo;3
8/11/2020;Indonesia;1693
8/11/2020;Jambi;0
8/11/2020;Jawa Barat;106
8/11/2020;Jawa Tengah;86
8/11/2020;Jawa Timur;288
8/11/2020;Kalimantan Barat;4
8/11/2020;Kalimantan Selatan;71
8/11/2020;Kalimantan Tengah;31
8/11/2020;Kalimantan Timur;128
8/11/2020;Kalimantan Utara;3
8/11/2020;Kepulauan Bangka Belitung;0
8/11/2020;Kepulauan Riau;16
8/11/2020;Lampung;2
8/11/2020;Maluku;2
8/11/2020;Maluku Utara;11
8/11/2020;Nusa Tenggara Barat;22
8/11/2020;Nusa Tenggara Timur;3
8/11/2020;Papua;1
8/11/2020;Papua Barat;1
8/11/2020;Riau;17
8/11/2020;Sulawesi Barat;7
8/11/2020;Sulawesi Selatan;54
8/11/2020;Sulawesi Tengah;0
8/11/2020;Sulawesi Tenggara;32
8/11/2020;Sulawesi Utara;36
8/11/2020;Sumatera Barat;13
8/11/2020;Sumatera Selatan;22
8/11/2020;Sumatera Utara;207
8/12/2020;Aceh;72
8/12/2020;Bali;30
8/12/2020;Banten;48
8/12/2020;Bengkulu;2
8/12/2020;DKI Jakarta;529
8/12/2020;Daerah Istimewa Yogyakarta;20
8/12/2020;Gorontalo;47
8/12/2020;Indonesia;1942
8/12/2020;Jambi;5
8/12/2020;Jawa Barat;125
8/12/2020;Jawa Tengah;181
8/12/2020;Jawa Timur;298
8/12/2020;Kalimantan Barat;9
8/12/2020;Kalimantan Selatan;53
8/12/2020;Kalimantan Tengah;6
8/12/2020;Kalimantan Timur;46
8/12/2020;Kalimantan Utara;4
8/12/2020;Kepulauan Bangka Belitung;0
8/12/2020;Kepulauan Riau;27
8/12/2020;Lampung;2
8/12/2020;Maluku;20
8/12/2020;Maluku Utara;18
8/12/2020;Nusa Tenggara Barat;24
8/12/2020;Nusa Tenggara Timur;7
8/12/2020;Papua;26
8/12/2020;Papua Barat;13
8/12/2020;Riau;33
8/12/2020;Sulawesi Barat;0
8/12/2020;Sulawesi Selatan;90
8/12/2020;Sulawesi Tengah;4
8/12/2020;Sulawesi Tenggara;24
8/12/2020;Sulawesi Utara;12
8/12/2020;Sumatera Barat;27
8/12/2020;Sumatera Selatan;43
8/12/2020;Sumatera Utara;109
8/13/2020;Aceh;1
8/13/2020;Bali;35
8/13/2020;Banten;37
8/13/2020;Bengkulu;4
8/13/2020;DKI Jakarta;608
8/13/2020;Daerah Istimewa Yogyakarta;11
8/13/2020;Gorontalo;8
8/13/2020;Indonesia;2098
8/13/2020;Jambi;0
8/13/2020;Jawa Barat;176
8/13/2020;Jawa Tengah;204
8/13/2020;Jawa Timur;327
8/13/2020;Kalimantan Barat;10
8/13/2020;Kalimantan Selatan;45
8/13/2020;Kalimantan Tengah;44
8/13/2020;Kalimantan Timur;23
8/13/2020;Kalimantan Utara;9
8/13/2020;Kepulauan Bangka Belitung;0
8/13/2020;Kepulauan Riau;15
8/13/2020;Lampung;7
8/13/2020;Maluku;39
8/13/2020;Maluku Utara;8
8/13/2020;Nusa Tenggara Barat;13
8/13/2020;Nusa Tenggara Timur;0
8/13/2020;Papua;31
8/13/2020;Papua Barat;24
8/13/2020;Riau;68
8/13/2020;Sulawesi Barat;5
8/13/2020;Sulawesi Selatan;71
8/13/2020;Sulawesi Tengah;0
8/13/2020;Sulawesi Tenggara;30
8/13/2020;Sulawesi Utara;126
8/13/2020;Sumatera Barat;42
8/13/2020;Sumatera Selatan;27
8/13/2020;Sumatera Utara;94
8/14/2020;Aceh;92
8/14/2020;Bali;53
8/14/2020;Banten;21
8/14/2020;Bengkulu;10
8/14/2020;DKI Jakarta;538
8/14/2020;Daerah Istimewa Yogyakarta;35
8/14/2020;Gorontalo;3
8/14/2020;Indonesia;2307
8/14/2020;Jambi;7
8/14/2020;Jawa Barat;290
8/14/2020;Jawa Tengah;192
8/14/2020;Jawa Timur;402
8/14/2020;Kalimantan Barat;5
8/14/2020;Kalimantan Selatan;55
8/14/2020;Kalimantan Tengah;20
8/14/2020;Kalimantan Timur;98
8/14/2020;Kalimantan Utara;0
8/14/2020;Kepulauan Bangka Belitung;2
8/14/2020;Kepulauan Riau;12
8/14/2020;Lampung;5
8/14/2020;Maluku;10
8/14/2020;Maluku Utara;12
8/14/2020;Nusa Tenggara Barat;24
8/14/2020;Nusa Tenggara Timur;0
8/14/2020;Papua;9
8/14/2020;Papua Barat;0
8/14/2020;Riau;27
8/14/2020;Sulawesi Barat;12
8/14/2020;Sulawesi Selatan;35
8/14/2020;Sulawesi Tengah;3
8/14/2020;Sulawesi Tenggara;33
8/14/2020;Sulawesi Utara;61
8/14/2020;Sumatera Barat;42
8/14/2020;Sumatera Selatan;39
8/14/2020;Sumatera Utara;69
8/15/2020;Aceh;25
8/15/2020;Bali;44
8/15/2020;Banten;33
8/15/2020;Bengkulu;3
8/15/2020;DKI Jakarta;583
8/15/2020;Daerah Istimewa Yogyakarta;46
8/15/2020;Gorontalo;40
8/15/2020;Indonesia;2345
8/15/2020;Jambi;3
8/15/2020;Jawa Barat;266
8/15/2020;Jawa Tengah;132
8/15/2020;Jawa Timur;416
8/15/2020;Kalimantan Barat;3
8/15/2020;Kalimantan Selatan;62
8/15/2020;Kalimantan Tengah;37
8/15/2020;Kalimantan Timur;56
8/15/2020;Kalimantan Utara;13
8/15/2020;Kepulauan Bangka Belitung;2
8/15/2020;Kepulauan Riau;22
8/15/2020;Lampung;0
8/15/2020;Maluku;32
8/15/2020;Maluku Utara;10
8/15/2020;Nusa Tenggara Barat;22
8/15/2020;Nusa Tenggara Timur;3
8/15/2020;Papua;0
8/15/2020;Papua Barat;6
8/15/2020;Riau;41
8/15/2020;Sulawesi Barat;7
8/15/2020;Sulawesi Selatan;78
8/15/2020;Sulawesi Tengah;0
8/15/2020;Sulawesi Tenggara;28
8/15/2020;Sulawesi Utara;50
8/15/2020;Sumatera Barat;37
8/15/2020;Sumatera Selatan;36
8/15/2020;Sumatera Utara;195
8/16/2020;Aceh;11
8/16/2020;Bali;41
8/16/2020;Banten;43
8/16/2020;Bengkulu;2
8/16/2020;DKI Jakarta;518
8/16/2020;Daerah Istimewa Yogyakarta;33
8/16/2020;Gorontalo;6
8/16/2020;Indonesia;2081
8/16/2020;Jambi;0
8/16/2020;Jawa Barat;72
8/16/2020;Jawa Tengah;168
8/16/2020;Jawa Timur;471
8/16/2020;Kalimantan Barat;0
8/16/2020;Kalimantan Selatan;100
8/16/2020;Kalimantan Tengah;0
8/16/2020;Kalimantan Timur;85
8/16/2020;Kalimantan Utara;3
8/16/2020;Kepulauan Bangka Belitung;5
8/16/2020;Kepulauan Riau;10
8/16/2020;Lampung;9
8/16/2020;Maluku;47
8/16/2020;Maluku Utara;2
8/16/2020;Nusa Tenggara Barat;15
8/16/2020;Nusa Tenggara Timur;0
8/16/2020;Papua;77
8/16/2020;Papua Barat;4
8/16/2020;Riau;23
8/16/2020;Sulawesi Barat;1
8/16/2020;Sulawesi Selatan;101
8/16/2020;Sulawesi Tengah;0
8/16/2020;Sulawesi Tenggara;35
8/16/2020;Sulawesi Utara;21
8/16/2020;Sumatera Barat;13
8/16/2020;Sumatera Selatan;29
8/16/2020;Sumatera Utara;51
8/17/2020;Aceh;168
8/17/2020;Bali;45
8/17/2020;Banten;17
8/17/2020;Bengkulu;0
8/17/2020;DKI Jakarta;552
8/17/2020;Daerah Istimewa Yogyakarta;16
8/17/2020;Gorontalo;67
8/17/2020;Indonesia;1821
8/17/2020;Jambi;20
8/17/2020;Jawa Barat;61
8/17/2020;Jawa Tengah;36
8/17/2020;Jawa Timur;313
8/17/2020;Kalimantan Barat;0
8/17/2020;Kalimantan Selatan;90
8/17/2020;Kalimantan Tengah;27
8/17/2020;Kalimantan Timur;116
8/17/2020;Kalimantan Utara;1
8/17/2020;Kepulauan Bangka Belitung;2
8/17/2020;Kepulauan Riau;12
8/17/2020;Lampung;2
8/17/2020;Maluku;26
8/17/2020;Maluku Utara;3
8/17/2020;Nusa Tenggara Barat;22
8/17/2020;Nusa Tenggara Timur;0
8/17/2020;Papua;10
8/17/2020;Papua Barat;2
8/17/2020;Riau;34
8/17/2020;Sulawesi Barat;12
8/17/2020;Sulawesi Selatan;85
8/17/2020;Sulawesi Tengah;4
8/17/2020;Sulawesi Tenggara;14
8/17/2020;Sulawesi Utara;6
8/17/2020;Sumatera Barat;26
8/17/2020;Sumatera Selatan;1
8/17/2020;Sumatera Utara;17
8/18/2020;Aceh;25
8/18/2020;Bali;48
8/18/2020;Banten;64
8/18/2020;Bengkulu;1
8/18/2020;DKI Jakarta;513
8/18/2020;Daerah Istimewa Yogyakarta;18
8/18/2020;Gorontalo;33
8/18/2020;Indonesia;1673
8/18/2020;Jambi;0
8/18/2020;Jawa Barat;92
8/18/2020;Jawa Tengah;118
8/18/2020;Jawa Timur;318
8/18/2020;Kalimantan Barat;5
8/18/2020;Kalimantan Selatan;40
8/18/2020;Kalimantan Tengah;43
8/18/2020;Kalimantan Timur;93
8/18/2020;Kalimantan Utara;0
8/18/2020;Kepulauan Bangka Belitung;2
8/18/2020;Kepulauan Riau;0
8/18/2020;Lampung;0
8/18/2020;Maluku;9
8/18/2020;Maluku Utara;2
8/18/2020;Nusa Tenggara Barat;23
8/18/2020;Nusa Tenggara Timur;0
8/18/2020;Papua;0
8/18/2020;Papua Barat;13
8/18/2020;Riau;23
8/18/2020;Sulawesi Barat;1
8/18/2020;Sulawesi Selatan;25
8/18/2020;Sulawesi Tengah;1
8/18/2020;Sulawesi Tenggara;1
8/18/2020;Sulawesi Utara;27
8/18/2020;Sumatera Barat;37
8/18/2020;Sumatera Selatan;9
8/18/2020;Sumatera Utara;130
8/19/2020;Aceh;63
8/19/2020;Bali;62
8/19/2020;Banten;47
8/19/2020;Bengkulu;6
8/19/2020;DKI Jakarta;551
8/19/2020;Daerah Istimewa Yogyakarta;31
8/19/2020;Gorontalo;54
8/19/2020;Indonesia;1902
8/19/2020;Jambi;5
8/19/2020;Jawa Barat;116
8/19/2020;Jawa Tengah;135
8/19/2020;Jawa Timur;338
8/19/2020;Kalimantan Barat;4
8/19/2020;Kalimantan Selatan;82
8/19/2020;Kalimantan Tengah;0
8/19/2020;Kalimantan Timur;91
8/19/2020;Kalimantan Utara;3
8/19/2020;Kepulauan Bangka Belitung;3
8/19/2020;Kepulauan Riau;15
8/19/2020;Lampung;3
8/19/2020;Maluku;23
8/19/2020;Maluku Utara;10
8/19/2020;Nusa Tenggara Barat;24
8/19/2020;Nusa Tenggara Timur;0
8/19/2020;Papua;21
8/19/2020;Papua Barat;14
8/19/2020;Riau;11
8/19/2020;Sulawesi Barat;2
8/19/2020;Sulawesi Selatan;25
8/19/2020;Sulawesi Tengah;5
8/19/2020;Sulawesi Tenggara;0
8/19/2020;Sulawesi Utara;21
8/19/2020;Sumatera Barat;26
8/19/2020;Sumatera Selatan;45
8/19/2020;Sumatera Utara;78
8/20/2020;Aceh;4
8/20/2020;Bali;72
8/20/2020;Banten;23
8/20/2020;Bengkulu;0
8/20/2020;DKI Jakarta;594
8/20/2020;Daerah Istimewa Yogyakarta;48
8/20/2020;Gorontalo;0
8/20/2020;Indonesia;2266
8/20/2020;Jambi;0
8/20/2020;Jawa Barat;223
8/20/2020;Jawa Tengah;173
8/20/2020;Jawa Timur;366
8/20/2020;Kalimantan Barat;15
8/20/2020;Kalimantan Selatan;181
8/20/2020;Kalimantan Tengah;33
8/20/2020;Kalimantan Timur;28
8/20/2020;Kalimantan Utara;5
8/20/2020;Kepulauan Bangka Belitung;1
8/20/2020;Kepulauan Riau;1
8/20/2020;Lampung;6
8/20/2020;Maluku;58
8/20/2020;Maluku Utara;5
8/20/2020;Nusa Tenggara Barat;21
8/20/2020;Nusa Tenggara Timur;0
8/20/2020;Papua;67
8/20/2020;Papua Barat;6
8/20/2020;Riau;47
8/20/2020;Sulawesi Barat;1
8/20/2020;Sulawesi Selatan;74
8/20/2020;Sulawesi Tengah;0
8/20/2020;Sulawesi Tenggara;60
8/20/2020;Sulawesi Utara;65
8/20/2020;Sumatera Barat;44
8/20/2020;Sumatera Selatan;24
8/20/2020;Sumatera Utara;59
8/21/2020;Aceh;4
8/21/2020;Bali;76
8/21/2020;Banten;36
8/21/2020;Bengkulu;1
8/21/2020;DKI Jakarta;657
8/21/2020;Daerah Istimewa Yogyakarta;25
8/21/2020;Gorontalo;12
8/21/2020;Indonesia;2197
8/21/2020;Jambi;21
8/21/2020;Jawa Barat;85
8/21/2020;Jawa Tengah;94
8/21/2020;Jawa Timur;451
8/21/2020;Kalimantan Barat;29
8/21/2020;Kalimantan Selatan;74
8/21/2020;Kalimantan Tengah;23
8/21/2020;Kalimantan Timur;195
8/21/2020;Kalimantan Utara;2
8/21/2020;Kepulauan Bangka Belitung;2
8/21/2020;Kepulauan Riau;23
8/21/2020;Lampung;1
8/21/2020;Maluku;0
8/21/2020;Maluku Utara;0
8/21/2020;Nusa Tenggara Barat;24
8/21/2020;Nusa Tenggara Timur;0
8/21/2020;Papua;14
8/21/2020;Papua Barat;3
8/21/2020;Riau;34
8/21/2020;Sulawesi Barat;8
8/21/2020;Sulawesi Selatan;112
8/21/2020;Sulawesi Tengah;2
8/21/2020;Sulawesi Tenggara;22
8/21/2020;Sulawesi Utara;50
8/21/2020;Sumatera Barat;45
8/21/2020;Sumatera Selatan;49
8/21/2020;Sumatera Utara;21
8/22/2020;Aceh;70
8/22/2020;Bali;78
8/22/2020;Banten;42
8/22/2020;Bengkulu;1
8/22/2020;DKI Jakarta;588
8/22/2020;Daerah Istimewa Yogyakarta;15
8/22/2020;Gorontalo;0
8/22/2020;Indonesia;2090
8/22/2020;Jambi;3
8/22/2020;Jawa Barat;193
8/22/2020;Jawa Tengah;105
8/22/2020;Jawa Timur;343
8/22/2020;Kalimantan Barat;33
8/22/2020;Kalimantan Selatan;78
8/22/2020;Kalimantan Tengah;34
8/22/2020;Kalimantan Timur;129
8/22/2020;Kalimantan Utara;1
8/22/2020;Kepulauan Bangka Belitung;4
8/22/2020;Kepulauan Riau;0
8/22/2020;Lampung;3
8/22/2020;Maluku;4
8/22/2020;Maluku Utara;9
8/22/2020;Nusa Tenggara Barat;14
8/22/2020;Nusa Tenggara Timur;6
8/22/2020;Papua;33
8/22/2020;Papua Barat;4
8/22/2020;Riau;63
8/22/2020;Sulawesi Barat;16
8/22/2020;Sulawesi Selatan;49
8/22/2020;Sulawesi Tengah;1
8/22/2020;Sulawesi Tenggara;11
8/22/2020;Sulawesi Utara;70
8/22/2020;Sumatera Barat;37
8/22/2020;Sumatera Selatan;54
8/22/2020;Sumatera Utara;73
8/23/2020;Aceh;0
8/23/2020;Bali;67
8/23/2020;Banten;32
8/23/2020;Bengkulu;0
8/23/2020;DKI Jakarta;614
8/23/2020;Daerah Istimewa Yogyakarta;15
8/23/2020;Gorontalo;72
8/23/2020;Indonesia;2037
8/23/2020;Jambi;0
8/23/2020;Jawa Barat;78
8/23/2020;Jawa Tengah;188
8/23/2020;Jawa Timur;282
8/23/2020;Kalimantan Barat;33
8/23/2020;Kalimantan Selatan;81
8/23/2020;Kalimantan Tengah;62
8/23/2020;Kalimantan Timur;80
8/23/2020;Kalimantan Utara;9
8/23/2020;Kepulauan Bangka Belitung;2
8/23/2020;Kepulauan Riau;39
8/23/2020;Lampung;6
8/23/2020;Maluku;54
8/23/2020;Maluku Utara;4
8/23/2020;Nusa Tenggara Barat;18
8/23/2020;Nusa Tenggara Timur;0
8/23/2020;Papua;0
8/23/2020;Papua Barat;2
8/23/2020;Riau;42
8/23/2020;Sulawesi Barat;5
8/23/2020;Sulawesi Selatan;30
8/23/2020;Sulawesi Tengah;2
8/23/2020;Sulawesi Tenggara;13
8/23/2020;Sulawesi Utara;30
8/23/2020;Sumatera Barat;68
8/23/2020;Sumatera Selatan;34
8/23/2020;Sumatera Utara;78
8/24/2020;Aceh;30
8/24/2020;Bali;63
8/24/2020;Banten;60
8/24/2020;Bengkulu;1
8/24/2020;DKI Jakarta;633
8/24/2020;Daerah Istimewa Yogyakarta;14
8/24/2020;Gorontalo;0
8/24/2020;Indonesia;1877
8/24/2020;Jambi;0
8/24/2020;Jawa Barat;139
8/24/2020;Jawa Tengah;153
8/24/2020;Jawa Timur;340
8/24/2020;Kalimantan Barat;12
8/24/2020;Kalimantan Selatan;61
8/24/2020;Kalimantan Tengah;17
8/24/2020;Kalimantan Timur;44
8/24/2020;Kalimantan Utara;8
8/24/2020;Kepulauan Bangka Belitung;0
8/24/2020;Kepulauan Riau;11
8/24/2020;Lampung;3
8/24/2020;Maluku;8
8/24/2020;Maluku Utara;4
8/24/2020;Nusa Tenggara Barat;14
8/24/2020;Nusa Tenggara Timur;0
8/24/2020;Papua;83
8/24/2020;Papua Barat;10
8/24/2020;Riau;42
8/24/2020;Sulawesi Barat;1
8/24/2020;Sulawesi Selatan;48
8/24/2020;Sulawesi Tengah;1
8/24/2020;Sulawesi Tenggara;4
8/24/2020;Sulawesi Utara;3
8/24/2020;Sumatera Barat;26
8/24/2020;Sumatera Selatan;32
8/24/2020;Sumatera Utara;37
8/25/2020;Aceh;20
8/25/2020;Bali;74
8/25/2020;Banten;33
8/25/2020;Bengkulu;11
8/25/2020;DKI Jakarta;638
8/25/2020;Daerah Istimewa Yogyakarta;42
8/25/2020;Gorontalo;11
8/25/2020;Indonesia;2447
8/25/2020;Jambi;7
8/25/2020;Jawa Barat;271
8/25/2020;Jawa Tengah;200
8/25/2020;Jawa Timur;364
8/25/2020;Kalimantan Barat;27
8/25/2020;Kalimantan Selatan;82
8/25/2020;Kalimantan Tengah;11
8/25/2020;Kalimantan Timur;141
8/25/2020;Kalimantan Utara;3
8/25/2020;Kepulauan Bangka Belitung;3
8/25/2020;Kepulauan Riau;10
8/25/2020;Lampung;4
8/25/2020;Maluku;65
8/25/2020;Maluku Utara;1
8/25/2020;Nusa Tenggara Barat;17
8/25/2020;Nusa Tenggara Timur;1
8/25/2020;Papua;0
8/25/2020;Papua Barat;0
8/25/2020;Riau;39
8/25/2020;Sulawesi Barat;7
8/25/2020;Sulawesi Selatan;60
8/25/2020;Sulawesi Tengah;0
8/25/2020;Sulawesi Tenggara;38
8/25/2020;Sulawesi Utara;44
8/25/2020;Sumatera Barat;77
8/25/2020;Sumatera Selatan;45
8/25/2020;Sumatera Utara;134
8/26/2020;Aceh;30
8/26/2020;Bali;76
8/26/2020;Banten;29
8/26/2020;Bengkulu;3
8/26/2020;DKI Jakarta;713
8/26/2020;Daerah Istimewa Yogyakarta;16
8/26/2020;Gorontalo;0
8/26/2020;Indonesia;2306
8/26/2020;Jambi;8
8/26/2020;Jawa Barat;178
8/26/2020;Jawa Tengah;148
8/26/2020;Jawa Timur;322
8/26/2020;Kalimantan Barat;0
8/26/2020;Kalimantan Selatan;54
8/26/2020;Kalimantan Tengah;8
8/26/2020;Kalimantan Timur;134
8/26/2020;Kalimantan Utara;1
8/26/2020;Kepulauan Bangka Belitung;4
8/26/2020;Kepulauan Riau;7
8/26/2020;Lampung;2
8/26/2020;Maluku;6
8/26/2020;Maluku Utara;30
8/26/2020;Nusa Tenggara Barat;28
8/26/2020;Nusa Tenggara Timur;1
8/26/2020;Papua;36
8/26/2020;Papua Barat;52
8/26/2020;Riau;42
8/26/2020;Sulawesi Barat;2
8/26/2020;Sulawesi Selatan;62
8/26/2020;Sulawesi Tengah;0
8/26/2020;Sulawesi Tenggara;37
8/26/2020;Sulawesi Utara;15
8/26/2020;Sumatera Barat;87
8/26/2020;Sumatera Selatan;21
8/26/2020;Sumatera Utara;137
8/27/2020;Aceh;108
8/27/2020;Bali;82
8/27/2020;Banten;59
8/27/2020;Bengkulu;2
8/27/2020;DKI Jakarta;760
8/27/2020;Daerah Istimewa Yogyakarta;42
8/27/2020;Gorontalo;53
8/27/2020;Indonesia;2719
8/27/2020;Jambi;7
8/27/2020;Jawa Barat;183
8/27/2020;Jawa Tengah;253
8/27/2020;Jawa Timur;362
8/27/2020;Kalimantan Barat;6
8/27/2020;Kalimantan Selatan;39
8/27/2020;Kalimantan Tengah;18
8/27/2020;Kalimantan Timur;206
8/27/2020;Kalimantan Utara;0
8/27/2020;Kepulauan Bangka Belitung;0
8/27/2020;Kepulauan Riau;50
8/27/2020;Lampung;5
8/27/2020;Maluku;33
8/27/2020;Maluku Utara;16
8/27/2020;Nusa Tenggara Barat;21
8/27/2020;Nusa Tenggara Timur;1
8/27/2020;Papua;23
8/27/2020;Papua Barat;9
8/27/2020;Riau;99
8/27/2020;Sulawesi Barat;6
8/27/2020;Sulawesi Selatan;34
8/27/2020;Sulawesi Tengah;0
8/27/2020;Sulawesi Tenggara;48
8/27/2020;Sulawesi Utara;38
8/27/2020;Sumatera Barat;41
8/27/2020;Sumatera Selatan;25
8/27/2020;Sumatera Utara;104
8/28/2020;Aceh;50
8/28/2020;Bali;93
8/28/2020;Banten;42
8/28/2020;Bengkulu;24
8/28/2020;DKI Jakarta;869
8/28/2020;Daerah Istimewa Yogyakarta;20
8/28/2020;Gorontalo;12
8/28/2020;Indonesia;3003
8/28/2020;Jambi;6
8/28/2020;Jawa Barat;583
8/28/2020;Jawa Tengah;244
8/28/2020;Jawa Timur;424
8/28/2020;Kalimantan Barat;0
8/28/2020;Kalimantan Selatan;68
8/28/2020;Kalimantan Tengah;0
8/28/2020;Kalimantan Timur;97
8/28/2020;Kalimantan Utara;12
8/28/2020;Kepulauan Bangka Belitung;0
8/28/2020;Kepulauan Riau;41
8/28/2020;Lampung;2
8/28/2020;Maluku;4
8/28/2020;Maluku Utara;15
8/28/2020;Nusa Tenggara Barat;23
8/28/2020;Nusa Tenggara Timur;2
8/28/2020;Papua;26
8/28/2020;Papua Barat;6
8/28/2020;Riau;66
8/28/2020;Sulawesi Barat;16
8/28/2020;Sulawesi Selatan;89
8/28/2020;Sulawesi Tengah;1
8/28/2020;Sulawesi Tenggara;49
8/28/2020;Sulawesi Utara;34
8/28/2020;Sumatera Barat;26
8/28/2020;Sumatera Selatan;57
8/28/2020;Sumatera Utara;86
8/29/2020;Aceh;97
8/29/2020;Bali;88
8/29/2020;Banten;61
8/29/2020;Bengkulu;3
8/29/2020;DKI Jakarta;861
8/29/2020;Daerah Istimewa Yogyakarta;47
8/29/2020;Gorontalo;6
8/29/2020;Indonesia;3308
8/29/2020;Jambi;0
8/29/2020;Jawa Barat;297
8/29/2020;Jawa Tengah;182
8/29/2020;Jawa Timur;615
8/29/2020;Kalimantan Barat;16
8/29/2020;Kalimantan Selatan;111
8/29/2020;Kalimantan Tengah;18
8/29/2020;Kalimantan Timur;200
8/29/2020;Kalimantan Utara;6
8/29/2020;Kepulauan Bangka Belitung;0
8/29/2020;Kepulauan Riau;35
8/29/2020;Lampung;4
8/29/2020;Maluku;27
8/29/2020;Maluku Utara;0
8/29/2020;Nusa Tenggara Barat;42
8/29/2020;Nusa Tenggara Timur;0
8/29/2020;Papua;36
8/29/2020;Papua Barat;20
8/29/2020;Riau;79
8/29/2020;Sulawesi Barat;4
